line_num,project_number,word,column_name,content
336,105131292,pes,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
336,105131292,resource,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
336,105131292,rio,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
337,105131330,nature,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
337,105131330,pes,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
337,105131330,resource,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
337,105131330,rio,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
338,105131368,nature,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
338,105131368,pes,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
338,105131368,resource,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
338,105131368,rio,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
339,105131406,ant,Long Description,"this project is part of cida's international aboriginal youth internships (iayi) initiative. the internships focus on increasing the awareness, engagement, and participation of aboriginal youth in international development, while providing them with opportunities to expand their employment skills. cida provides up to $15,000 per internship to canadian organizations that manage the internships and recruit interns. the iayi initiative is part of cida's global citizens program that seeks to raise awareness, increase knowledge and provide opportunities for youth to participate in international development. / ce projet fait partie de l'initiative des stages internationaux pour les jeunes autochtones (sija) de l'acdi. ces stages visent à accroitre la sensibilisation, l'engagement et la participation des jeunes autochtones à l'égard du développement international, tout en leur donnant la chance d'élargir leurs compétences professionnelles. l'acdi fournit jusqu'à 15 000 $ par stage aux organisations canadiennes qui assurent la gestion des stages et le recrutement des stagiaires. l'initiative sija s'inscrit dans le programme citoyens du monde de l'acdi, un programme qui a comme objectif d'accroitre la sensibilisation, d'approfondir les connaissances et de fournir des occasions pour les jeunes de participer au développement international."
340,105131444,nature,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
340,105131444,pes,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
340,105131444,resource,Long Description,"as part of the 2009-2014 volunteer cooperation program, cuso-vso places 1200 sector-focused skilled volunteers to build the capacity of partner organizations in 26 countries. volunteer placements are both long- and short-term in nature, and include multiple types of volunteering options: north-south, south-south, south-north, national, diaspora and business partnerships. volunteers focus on capacity building (through sharing of knowledge, methodologies, and/or tools relating to specific capacity areas) and enhancing the ability of partners to influence development policy. partners include local civil society organizations, national and local governments and various networks and associations cuso-vso also delivers a public engagement program in canada designed to deepen understanding amongst canadians and create opportunities for informed action on international development issues. cuso-vso works in the following sectors: education, with a particular focus on the inclusion of women and girls in educational options; hiv and aids, with a particular focus on the vulnerability of woman and girls, and the rights of people to have access to services; participation & governance / access to justice, by aiming to empower poor and marginalized groups, especially women, to fulfill rights of access to basic services, and by ensuring access to justice for women and children; youth social and economic inclusion, by creating opportunities for training and employment for young women and men facing poverty, underemployment and social exclusion; protecting environments; managing natural resources, by strengthening community-level governance mechanisms, including the participation of women in community decision-making, aimed at better local management of natural resources; gender equality, by incorporating ge as a crosscutting theme throughout all programming components, and through local ge capacity building activities with partners. an amount of $80,622 has been added to the total amount for each of the volunteer cooperation agency programs for cida-led program evaluations. / dans le cadre du programme de coopération volontaire 2009-2014, cuso-vso place 1 200 volontaires compétents dans des secteurs ciblés afin de développer la capacité des organisations partenaires dans 26 pays. les postes volontaires sont à la fois à court terme et à long terme et offrent de multiples options de volontariat : partenariats nord-sud, sud-sud, sud-nord, nationaux, de diaspora et d'affaires. les volontaires se concentrent sur le développement des capacités par l'entremise du partage des connaissances, des méthodologies, ou des outils liés à des domaines particuliers en matière de capacité. ils se concentrent également sur le rehaussement de la capacité des partenaires à influencer les politiques de développement. les partenaires comprennent des organisations locales de la société civile, des gouvernements locaux et divers réseaux et associations. cuso-vso offre également un prog"
