AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Other Organizations,Source,Start Date (DD/MM/YYYY),End Date (DD/MM/YYYY),Planned Start Date (DD/MM/YYYY),Planned End Date (DD/MM/YYYY),Source Detail,Status,AidData Sector Code,AidData Sector Name,AidData Purpose Code,AidData Purpose Name,AidData Activity Code(s),AidData Activity Name(s),Short Description,Long Description,Donor Project ID,Donor Secondary Project ID,Additional Info,Project Commitment Amount (Constant USD2011),Project Disbursement Amount (Constant USD2011),Total Project Cost (Donor Reported),CRS: Untied Amount (Nominal USD),CRS: Tied Amount (Nominal USD),CRS: Partial Tied Amount (Nominal USD),CRS: Pdgg,CRS: Channel Code,CRS: Bi Multi,CRS: Desertification,CRS: Environment,CRS: Gender,CRS: Trade,CRS: Climate,CRS: Biodiversity,CRS: Region,CRS: Sector Code,CRS: Sector,CRS: Purpose Code,CRS: Purpose Name,CRS: Flow Name,CRS: Finance T,CRS: Associated Financing,CRS: Future Ds Principal Amount Usd Nominal,CRS: Future Ds Interest Amount Usd Nominal,CRS: Irtc Amount Usd Nominal,CRS: Received Amount Usd Nominal,CRS: Aid T,CRS: Arrears Interest Amount Usd Nominal,CRS: Arrears Principal Amount Usd Nominal,CRS: Channel Name,CRS: Expert Commitment Amount Usd Nominal,CRS: Export Credit Amount Usd Nominal,CRS: Export Extended Amount Usd Nominal,CRS: FTC,CRS: Initial Report,CRS: Interest Amount Usd Nominal,CRS: Outstanding Amount Usd Nominal,CRS: Repay Type,CRS: Second Interest Rate
906000461828,"Support Program for the Development of Aquaculture in the Town Center Santa Maria de Ojeal, Punchana District, Maynas Iquitos, Peru",United States,,Funding,IADF,,Extending,Taller de Capacitación e Investigación Familiar,,Implementing,,OECD 2013,,,,,,READY,312,Forestry,31220,Forestry development,,,"SUPPORT PROGRAM FOR THE DEVELOPMENT OF AQUACULTURE IN THE TOWN CENTER SANTA MARIA DE OJEAL, PUNCHANA DISTRICT, MAYNAS IQUITOS, PERU","Taller de Capacitación e Investigación Familiar (TACIF), $138,360 over three years; counterpart committed, $128,585 TACIF will help 130 indigenous Peruvians improve their nutrition and income by expanding their production and marketing of native fish, farmed in ponds, and diversifying these enterprises. The activities planned, which are also expected to reduce overfishing in the Amazon River basin, will take place in Santa Maria de Ojeal, a rural community in the Punchana district of the department of Loreto.",36_1612,2013033401,,142914,49983,0,0.13836,,,,22000,1,,,,,,,South America,312,III.1.b. Forestry,31220,Forestry development,ODA Grants,110,,,,,,C01,,,National NGOs,,,,,1,,,,
906000527804,Transport Rehabilitation Project,WORLD BANK,,Funding,IBRD,,Extending,MINISTRY/TRANSPORT,,Implementing,,OECD 2013,,,,,,READY,220|250|210|410,COMMUNICATIONS|BUSINESS AND OTHER SERVICES|TRANSPORT AND STORAGE|GENERAL ENVIRONMENTAL PROTECTION,21000,"Transport and Storage, combination of purposes",21010.02|21010.03|21020.01|21020.02|21030.02|21050.02|21081.01|22020.01|25020.01|41010.03,"Transport sector policy, planning and programs|Institution capacity building, Transport|Road transport, activity unspecified or does not fit elsewhere in group|Road infrastructure, road vehicles|Rail infrastructure, rail equipment, locomotives, other rolling stock|Airports, airport guidance systems|All transport education/training activities|Telecommunication, activity unspecified or does not fit elsewhere in group|All state enterprise privatisation activities|Institution capacity building, Environmental protection",TRANSPORT REHABILITATION PROJECT,"The Transport Sector Rehabilitation Project's main objectives are to: (i) rehabilitate essential transport infrastructure; (ii) assist Government in implementing institutional reform in road and railway subsectors; and (iii) lay the ground work for future projects focussing on strengthened road management, increased private participation in the transport sector, and improved mobility of the poor. The project will consist of five components, the most important concerning road rehabilitation. Six roads totalling 725 km will be rehabilitated under the project. In addition, this component will include: (i) a bridge program involving the acquisition and recovery of Bailey bridges and the reconstruction of derelict old bridges; (ii) a pilot maintenance program focussing on 620 km of road in a specified corridor; and (iii) a traffic safety program. In parallel, the project will support government efforts to rebuild an institutional structure capable of maintaining the road system. The second component will help to privatize and rehabilitate the railway, by: (i) reducing staff redundancy; (ii) rationalizing railway debt; (iii) closing down or receiving budgetary transfers from the Government for unprofitable services; and (iv) rehabilitating track, telecommunications and locomotives to keep the railway in operating condition while the privatization process is underway. The third component concerns the rehabilitation of Lima's airport runway which is in urgent need of repair, before it becomes in danger to aviation. The fourth component will be a pilot project for non-motorized transport in Lima to test methods of promoting the use of bicycles by low-income residents. The fifth component, technical assistance and training, will; (i) strengthen the institutional capacity for managing roads and bridges, and support the creation and fostering of an autonomous agency responsible for planning, operating, financing, and administering the highway network; (ii) build capacity to manage environmental issues; and (iii) assist the railway in its privatization and improving its management.",P008045.IBRD3717S.crs3,1994002404,,0,0,0,,,,,12000,4,,1,,,,,South America,210,II.1. Transport & Storage,21050,Air transport,Other Official Flows (non Export Credit),410,,,,,1.200661987,C01,,,Recipient government,,,,,3,0.04490611267,,2,
906000603256,"Own programme: Practica Meridies: Programme of environmental education in the rural community of Simataucca, Peru",Spain,,Funding,UNIV,,Extending,Valencia Politechnical University,,Implementing,,OECD 2013,,,,,,READY,410|140,GENERAL ENVIRONMENTAL PROTECTION|WATER SUPPLY AND SANITATION,41081,Environmental education/ training,14050.01|41081.01,"Waste management/disposal, activity unspecified or does not fit elsewhere in group|All environmental education/training activities","OWN PROGRAMME: PRACTICA MERIDIES: PROGRAMME OF ENVIRONMENTAL EDUCATION IN THE RURAL COMMUNITY OF SIMATAUCCA, PERU","La educación ambiental permite al infante una primera toma de conciencia sobre la importancia de la flora, la fauna, el paisaje etc. y las relaciones e impactos que surgen de la interacción del ser humano con el medio ambiente. Dicha toma de conciencia por tanto consiste no sólo en saber que es el medio ambiente y los procesos que lo rigen, si no en que los propios individuos son importantes dentro de dichos procesos. Además, cuando los niños o jóvenes adoptan estos valores y se sienten como otro miembro más dentro de su entorno ambiental, pasan a ser instrumentos de difusión y de aprendizaje para sus familias, conocidos?y en definitiva para la sociedad. Es por todo ello, por lo que se considera realizar este proyecto de Programa de Educación ambiental, enfocado a la gestión de los residuos a nivel escolar, en la Comunidad de Simataucca Perú es un país rico en recursos naturales, pero no ha desarrollado prácticamente su conciencia ambiental, además existen claras desigualdades sociales entre ciudades y dentro de las mismas también. Todo ello hace difícil que la población local de las comunidades rurales del ámbito de trabajo, no se preocupe de forma activa en el medio ambiente, al tener otras ?prioridades?, pero sí consideran los problemas que les atañen, y empiezan a sentirse amenazados por el problema ambiental global, y en concreto por la gestión de los residuos en la zona. Después de realizar diferentes reuniones con los profesores y padres de los alumnos de la escuela de Simataucca y ayuntamiento de Chinchero, al que pertenece la comunidad, y considerar los diferentes problemas ambientales existentes, se decidió abordar únicamente el de la Gestión de los Residuos.",009-064301-1,2013001558,,3268,3268,0,0,0.003391834838024429,0,0,51000,1,0,2,2,0,,1,South America,410,IV.1. General Environment Protection,41081,Environmental education/training,ODA Grants,110,,,,,,D02,,,"University, college or other teaching institution, research institute or think-tank",,,,1,1,,,,
95686814,Secteur non spécifié,France,FR,Funding,MEN,,Extending,Secteur public,,Implementing,,OECD,1/1/2010,31/12/2010,,,CRS Online 2012,READY,998,UNALLOCATED/  UNSPECIFIED,99810,Sectors not specified,31220.08,Fuelwood/charcoal,SECTORS NOT SPECIFIED,Coopération Régionale pour les pays andins,,2010175666,,4164,4164,0,3.9135820066225164E-3,,0.0,,11000,1,,,,,,,South America,998,XII. Unallocated / Unspecified,99810,Sectors not specified,ODA Grants,110,,,,,,D02,,,Donor government,,,,1,8,0.0,,,
906000330587,CLIMANDES – Servicios CLIMáticos con énfasis en los ANdes en apoyo a las DEcisioneS,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41020,Biosphere protection,11110.02|15120.02,"Education sector policy, planning and programmes|Improving public expenditure and financial management systems",CLIMANDES – SERVICIOS CLIMÁTICOS CON ÉNFASIS EN LOS ANDES EN APOYO A LAS DECISIONES,National climate change adaptation and mitigation strategies and climate-related policy decisions need to be based on high-quality weather and climate information.,7F-08453.01-41309-454-41020-C01,2012001244,,0,759983,0,,,,1,41309,1,0,2,0,,,0,South America,410,IV.1. General Environment Protection,41020,Biosphere protection,ODA Grants,110,,,,,,C01,,,World Meteorological Organisation ,,,,,3,,,,
906000330582,Climate Change Adaptation Programme in Peru (PACC) - Phase II,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,CLIMATE CHANGE ADAPTATION PROGRAMME IN PERU (PACC) - PHASE II,The rural high Andean population in Peru suffers the impacts of climate change as their farming-based livelihoods are highly climate-dependent. The next phase of PACC will promote and catalyze the scaling up of adaptation measures that proved effective during the previous phases of the program. Evidence based public policies that enable and promote adaptive responses in agriculture and natural resources management will further serve as valuable input for the global dialogue.,7F-05409.04-52000-454-41010-C01,2007003782,,52146,0,0,0.05463746223564955,,,1,52000,1,1,2,0,,,0,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,,C01,,,Other,,,,,3,,,,
906000447139,Overseas Program Support,United States,,Funding,PEACE,,Extending,U.S. Government - Peace Corps,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,OVERSEAS PROGRAM SUPPORT,Overseas Program Support for 6000,44_413,2013025935,,294773,278360,0,,0.28538,,,10000,1,,2,,,,,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,,D01,,,"Public Sector (donor, recipient, other)",,,,1,1,,,,
906000589672,Environmental education and management in Colca Valley (Peru).,Spain,,Funding,AG,,Extending,Fundación Paz y Solidaridad de Navarra,,Implementing,,OECD 2013,,,,,,READY,410|332|140|311,GENERAL ENVIRONMENTAL PROTECTION|Tourism|WATER SUPPLY AND SANITATION|Agriculture,41010,Environmental policy and administrative management,14005.01|33210.01|31120.08|41081.01|31120.01|14050.05|41010.03|41010.02,"Water Supply and Sanitation, activity unspecified or does not fit under any other applicable codes|Tourism policy and administrative management, activities unspecified or does not fit elsewhere in this group|Livestock|All environmental education/training activities|Agricultural development, activity unspecified or does not fit elsewhere in group|Composting and reuse|Institution capacity building, Environmental protection|Environmental policy, laws, regulations and economic instruments",ENVIRONMENTAL EDUCATION AND MANAGEMENT IN COLCA VALLEY (PERU).,"El proyecto ?Gestión y Educación Ambiental? pretende lograr una gestión ambiental eficaz, desarrollando sinergias con la promoción del turismo sostenible y las oportunidades económicas que brinda junto a la valoración de los recursos naturales de la zona de intervención, con el desarrollo del sector agropecuario mediante la oferta de productos naturales y orgánicos, con valor agregado y calidad. Esto permitirá generar empleo y mejorar los ingresos de los campesinos a través de una articulación directa con la industria del turismo en la zona. Se impulsará la gestión adecuada del saneamiento ambiental, mediante la promoción de la educación ambiental de la población en su conjunto, fortaleciendo las capacidades de las familias rurales para el reaprovechamiento de los residuos sólidos orgánicos e inorgánicos, ampliando el acceso a los servicios básicos de saneamiento e impulsará la institucionalización de normas y políticas hacia una gestión ambiental local sostenible. De esta manera, se consolidarán logros de intervenciones anteriores que apoyaron tanto la actividad ganadera como la agrícola, promocionaron los emprendimientos rurales, productivos y de servicios, formalizaron microempresas y sus productos, mejoraron las condiciones básicas sanitarias e incorporaron las experiencias e iniciativas locales en instrumentos de gestión en la Provincia de Caylloma, avanzando hacia el fortalecimiento de la institucionalidad para una gestión ambiental sostenible.",009-001025,2012000020,,0,280943,0,0,0,0,0,22000,1,0,2,1,0,,1,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,,C01,,,National NGOs,,,,,3,,,,
906000562410,"RECH : Ressources, milieux et leur biodiversité",France,,Funding,MEN,,Extending,Gouvernement du donneur,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41030,Bio-diversity,,,"RECH : RESSOURCES, MILIEUX ET LEUR BIODIVERSITÉ",LMI EDIA Évolution et Domestication de l'Ichtyofaune Amazonienne,,2013227944,,61728,61728,0,0.06332773499734466,0,0,,11000,1,,2,,,,2,South America,410,IV.1. General Environment Protection,41030,Bio-diversity,ODA Grants,110,,,,,0,D02,,,Donor government,,,,1,8,,,,
906000525960,Sierra Natural Resources Management & Poverty Alleviation Project,WORLD BANK,,Funding,IBRD,,Extending,PRONAMACHCS,,Implementing,,OECD 2013,,,,,,READY,430|410,MULTISECTOR|GENERAL ENVIRONMENTAL PROTECTION,43040,Rural development,41010.02|43040.03|43040.05,"Environmental policy, laws, regulations and economic instruments|Rural development, planning and management|Rural infrastructure and services",SIERRA NATURAL RESOURCES MANAGEMENT & POVERTY ALLEVIATION PROJECT,The general objective of the Sierra-Natural Resources Management and Poverty Alleviation Project is to help alleviate the poverty of rural Sierra people. Specific project objectives are to assist the poor to: (1) improve sustainable management of natural resources through soil conservation measures and reforestation at the micro-catchment level; (2) increase rural production and productivity through introduction of irrigation and improved agricultural practices; and (3) strengthen their rural organizations so that they can become autonomous and sustainable entities. The project has four components: (1) participative identification and formulation of rural investments in micro-catchments; (2) rural investments; (3) strengthening of rural community institutions; and (4) logistical support and training to the implementing agency (PRONAMACHCS).,P042442.IBRD41300.crs4,1997005193,,0,0,0,,,,1,12000,4,,1,,,,,South America,311,III.1.a. Agriculture,31161,Food crop production,Other Official Flows (non Export Credit),410,,,,,1.511339111,C01,,,Recipient government,,,,,3,0.01538173771,,2,
906000821114,Integrated Climate Change Management in Communal Reserves in the Amazon Rainforest,Germany,,Funding,BMU,,Extending,United Nations Development Programme (UNDP),,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41030,Bio-diversity,,,INTEGRATED CLIMATE CHANGE MANAGEMENT IN COMMUNAL RESERVES IN THE AMAZON RAINFOREST,"The overarching goal is to reduce the climate change vulnerability of the indigenous community beneficiaries of Amarakaeri and Tuntanain Communal Reserves in the Peruvian Amazon, enhance the sustainable livelihoods of such communities and guarantee the conservation of 500,000 hectares of high biodiversity value areas.",13_II_098_PER_M_Comm,2013011796,,7884796,1714089,0,7.966011679999999,0,,0,41114,1,0,2,0,,,2,South America,410,IV.1. General Environment Protection,41030,Bio-diversity,ODA Grants,110,,,,,0,C01,0,0,United Nations Development Programme ,,,,1,1,0,0,,
96568018,Support to the strengthening of regional capacity for climate change management,Inter-American Development Bank (IADB),,Funding,,,,,,,,OECD,,,,,CRS Online 2012,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41020,Biosphere protection,,,SUPPORT TO THE STRENGTHENING OF REGIONAL CAPACITY FOR CLIMATE CHANGE MANAGEMENT,Support to the strengthening of regional capacity for climate change management,ATN/OC-12167-PE,2010002723,,426124,0,0,,,,,,4,,,,,,,South America,410,IV.1. General Environment Protection,41020,Biosphere protection,ODA Grants,110,,,,,,C01,,,,,,,,1,,,5,
906000330602,Programa de Adaptación Climatico,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41020,Biosphere protection,,,PROGRAMA DE ADAPTACIÓN CLIMATICO,"Le Programme d Adaptation au Changement Climatique a comme finalité de Contribuer à consolider les conditions de vie des communautés dans les régions andines de Cusco et Apurimac en réduisant la vulnérabilité - surtout des couches sociales défavorisées - face aux conséquences du Changement Climatique. Les résultats attendus du PACC à l horizon 2011-2012 sont au nombre de quatre: 1. Connaître la vulnérabilité - Les régions de Cusco et Apurimac ont développé des diagnostics et dressé la liste des conditions d adaptation au Changement Climatique avec la participation des populations affectées, de leurs autorités et d institutions spécialisées. 2. Mesurer et informer - Un système régional d information publique sur le Changement Climatique et ses effets est établi et validé par les autorités. 3. Agir dans des districts choisis - Des mesures d adaptation priorisées sont mises en œuvre dans des districts sélectionnés dans chacune des deux régions. 4. Apprendre et influencer les politiques publiques - Le thème de l adaptation au Changement Climatique est bien présent dans les politiques publiques, aux trois niveaux : pays, régions et municipalités rurales, en s inspirent des expériences générées par le PACC.",7F-05409.02-22000-454-41020-C01,2007003046,,0,0,0,,,,0,22000,1,1,2,0,,,0,South America,410,IV.1. General Environment Protection,41020,Biosphere protection,ODA Grants,110,,,,,0.008555243849805784,C01,,,National NGOs,,,,,3,,,,
119698410,"Peru 2012. Heritage. Ministry of Housing, Construction and Sanitation. Plan of housing and urban renovation. Arequipa, Cusco, Huamanga and Lima.",Spain,ES,Funding,AECID,,Extending,Ministerio de Vivienda y Construcción de Perú,,Implementing,,OECD,31/10/2012,29/4/2014,,,OECD Online 2012 - 2014 July,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41040,Site preservation,,,"PERU 2012. HERITAGE. MINISTRY OF HOUSING, CONSTRUCTION AND SANITATION. PLAN OF HOUSING AND URBAN RENOVATION. AREQUIPA, CUSCO, HUAMANGA AND LIMA.",PERÚ 2012 PATRIMONIO Mº DE VVDA. CONSTRUCCIÓN Y SANEAMIENTO PLAN VVDA. Y RENOV. URB. CCHH AREQUIPA CUSCO HUAMANGA Y LIMA,009-053981-1,2012003795,,152495,152495,0,0.14138817480719795,0.0,0.0,0,12000,1,0,2,0,0,0,0,South America,410,IV.1. General Environment Protection,41040,Site preservation,ODA Grants,110,,,,,,C01,,,Recipient government,,,,,1,,,,
107596914,Recherche environnementale,France,FR,Funding,MEN,,Extending,Secteur public,,Implementing,,OECD,1/1/2011,31/12/2011,,,CRS Online 2012,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41082,Environmental research,99810.01,All other activities when sector is not specified,RECHERCHE ENVIRONNEMENTALE,Evolution du Climat et de l'EnVironnement,,2011204997,,21969,21969,0,2.1968617908787545E-2,0.0,0.0,0,11000,1,0,0,0,0,1,0,South America,410,IV.1. General Environment Protection,41082,Environmental research,ODA Grants,110,,,,0.0,,D02,,,Donor government,,,,1,8,,,,
50000615,"Protection de l'environnement, général",France,FR,Funding,MISC,,Extending,secteur public,,Implementing,,OECD,1/1/2009,31/12/2009,,,CRS_ONLINE_MAY2011,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,"PROTECTION DE L'ENVIRONNEMENT, GÉNÉRAL","Protection de l'environnement, général",,2009200893,,1082,1082,0,0.00105834841944,,0.0,0,10000,1,0,2,0,0,0,0,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,0.0,,,,"PUBLIC SECTOR (donor, recipient, other)",,,,,8,,,,
94474449,PER/Recycling Center of Cuna Nazareth,Finland,FI,Funding,MFA,,Extending,Finnish NGO U-landsföreningen Svalorna rf,,Implementing,,OECD,4/11/2010,31/12/2013,,,CRS Online 2012,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41081,Environmental education/ training,,,ENVIRONMENTAL EDUCATION/TRAINING,"The project establishes a recycling centre and trains unemployed young people to be professionals in recycling in Pachacamac, poor outskirts of Lima. The aim is to create a training system for recycling. The established centre sells material to industry and repaired items at low price to people in the area. The purpose is to make the centre self-sustaining during the project and to make profit in the future. The project also aims to improve environmental awareness of the people in Pachacamac.",45408301,2010100153,,159506,0,0,0.14739072847682119,0.0,0.0,0,22000,1,0,2,0,0,0,0,South America,410,IV.1. General Environment Protection,41081,Environmental education/training,ODA Grants,110,,,,,,C01,,,NATIONAL NGOs,,,,1,1,,,,
906000135271,Scaling-up Rural Innovations (Peru),Canada,,Funding,IDRC,,Extending,International Development Research Centre,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,31120.06|41010.02,"Food crop production|Environmental policy, laws, regulations and economic instruments",SCALING-UP RURAL INNOVATIONS (PERU),"Confronted with changing environments and growing poverty and inequalities, many small-scale farmers from the Andes have been forced to adopt innovative livelihood strategies. They have done this by combining practical knowledge, local talent and external assets to manage their natural resources in creative and novel ways - ways that result in increased food and income security, and allow them to escape from poverty. This project will explore ways of stimulating and scaling up the innovations of small-scale farmers. In collaboration with stakeholders, researchers will examine instances of scaled-up innovation in farm production, natural resource management and off-farm income generation and develop policies and programs in consequence. The project will focus initially on Peru and be extended to other Andean countries, and potentially Africa.",103612,2009009022PEB3,,470,18024,0,4.7563579887400506E-4,0,0,0,11000,1,0,0,0,2,,0,South America,311,III.1.a. Agriculture,31110,Agricultural policy & admin. mgmt,ODA Grants,110,,,,,0,C01,0,0,Donor government,,,,1,3,0,0,,0
108670074,Implementation of a participative program on the ecological quality of the rives in the Cajamarca region.,Spain,ES,Funding,AECID,,Extending,EHAS,,Implementing,,OECD,12/12/2011,11/12/2012,,,CRS Online 2012,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41082,Environmental research,,,IMPLEMENTATION OF A PARTICIPATIVE PROGRAM ON THE ECOLOGICAL QUALITY OF THE RIVES IN THE CAJAMARCA REGION.,DESARROLLO DE UN SISTEMA PARTICIPATIVO SOBRE LA CALIDAD ECOLÓGICA DE LOS RÍOS EN LA REGIÓN DE CAJAMARCA,2011-AECID-1187-0001,2011004147,,31980,31980,0,0.0,3.1979977753058955E-2,0.0,,51000,1,,2,,,,,South America,410,IV.1. General Environment Protection,41082,Environmental research,ODA Grants,110,,,,,,C01,,,"University, college or other teaching institution, research institute or think-tank",,,,1,1,,,,
906000698361,Dispatch of Volunteers,Korea,,Funding,KOICA,,Extending,KOICA,,Implementing,,OECD 2013,,,,,,READY,111,"Education, level unspecified",11110,Education policy and administrative management,31210.02,"Forestry sector policy, planning and programs",DISPATCH OF VOLUNTEERS,Teaching Volleyball theories and their practical applications and providing hands-on training on game rules and basic forms.,2.01212E12,2012013100,,25205,25205,0,0,0.024483,0,0,11000,1,0,0,0,0,,0,South America,111,"I.1.a. Education, Level Unspecified",11110,Education policy & admin. management,ODA Grants,110,,,,,0,D01,,,Donor government,,,,1,3,,,,
107598969,Recherche environnementale,France,FR,Funding,MEN,,Extending,Secteur public,,Implementing,,OECD,1/1/2011,31/12/2011,,,CRS Online 2012,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41082,Environmental research,,,RECHERCHE ENVIRONNEMENTALE,Modélisations des aléas et des risques Géodynamiques : Géodynamique Andine,,2011205022,,9530,9530,0,9.5302558398220258E-3,0.0,0.0,0,11000,1,0,1,0,0,0,0,South America,410,IV.1. General Environment Protection,41082,Environmental research,ODA Grants,110,,,,0.0,,D02,,,Donor government,,,,1,8,,,,
97791074,Niagara College of Applied Arts and Technology - International Internships 2010-2013 / Niagara College of Applied Arts and Technology - Stages internationaux 2010-2013,Canada,CA,Funding,CIDA,,Extending,Embassy of Canada to Paraguay,,Implementing,,OECD,2/9/2009,30/4/2013,,,CRS Online 2012,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41081,Environmental education/ training,72010.01,All non-food relief items and assistance,ENVIRONMENTAL EDUCATION/TRAINING,"This project is part of CIDA's International Youth Internship Program (IYIP), funded by Canada's Youth Employment Strategy (YES). It is designed to offer young Canadian post-secondary graduates the opportunity to gain professional experience through international cooperation work. As a general rule, CIDA provides up to $15,000 per internship to Canadian organizations that manage the internship and recruit interns. / Ce projet fait partie du programme de stages internationaux pour les jeunes (PSIJ) de l'ACDI, programme financé par la Stratégie emploi jeunesse (SEJ) du gouvernement du Canada. Le programme offre à des jeunes Canadiennes et Canadiens récemment diplômés (collège ou université) une expérience professionnelle de travail pratique dans le domaine de la coopération internationale. L'ACDI verse normalement un maximum de 15 000 $ par stage à des organisations canadiennes qui gèrent les stages et recrutent les stagiaires.",S064963001,20102005510034,,7608,2212,0,7.0762958648806053E-3,0.0,0.0,0,50000,1,0,2,2,0,0,0,South America,410,IV.1. General Environment Protection,41081,Environmental education/training,ODA Grants,110,,0.0,0.0 ,0.0,,D01,0.0,0.0,OTHER,,0.0,,1,1,0.0,0.0,,0
906000445787,Direct Volunteer Support,United States,,Funding,PEACE,,Extending,U.S. Government - Peace Corps,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,DIRECT VOLUNTEER SUPPORT,Direct Volunteer Support for 6000,44_340,2013025743,,245462,254706,0,,0.23764,,,10000,1,,2,,,,,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,,D01,,,"Public Sector (donor, recipient, other)",,,,1,1,,,,
107967347,Environmental policy and administrative management,Germany,DE,Funding,BMZ,,Extending,SANAD Fund for MSME (SANAD),,Implementing,,OECD,1/1/2011,31/12/2011,,,CRS Online 2012,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,15150.01,"Strengthening civil society, activity unspecified or does not fit elsewhere in group",ENVIRONMENTAL POLICY AND ADMINISTRATIVE MANAGEMENT,support for the implementation of the German development cooperation aims,22802198,2011003906,,9715,9715,0,7.8694000000000004E-3,1.8459099999999999E-3,,1,10000,1,0,2,1,,1,1,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,0.0,0.0  ,0.0,,D01,0.0,0.0,"PUBLIC SECTOR (donor, recipient, other)",0.0,0.0,,1,8,0.0,0.0,,
116401845,Sécurité alimentaire dans le Sud,France,FR,Funding,MEN,,Extending,ONG basée dans un pays en développement,,Implementing,,OECD,,,,,OECD Online 2012 - 2014 July,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41082,Environmental research,31191.05|31182.03|32120.06|31120.08|31191.01,Livestock/veterinary services|All livestock research activities|Agro-industries|Livestock|Agricultural services ,SÉCURITÉ ALIMENTAIRE DANS LE SUD,Ecosystèmes et Ressources Terrestres (Agronomie),,2012176362,,56310,56310,0,5.2853264781491008E-2,0.0,0.0,,11000,1,0,1,,0,0,1,South America,311,III.1.a. Agriculture,31182,Agricultural research,ODA Grants,110,,,,,,D02,,,Donor government,,,,1,8,,,,
119591973,UNV intern - UNDP - Environment Management,Belgium,BE,Funding,DGCD,,Extending,NGO Vereniging voor Technische Samenwerking - TRIAS,,Implementing,,OECD,9/2/2012,8/2/2013,,,OECD Online 2012 - 2014 July,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,UNV INTERN - UNDP - ENVIRONMENT MANAGEMENT,,3013924,2012013924,,40926,40926,0,3.8610539845758352E-2,,,,41135,1,,2,,,,,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,,D01,,,United Nations Volunteers ,,,,1,8,,,,
50053602,PROJECT OF YUCAY's INTEGRAL DEVELOPMENT,Spain,ES,Funding,MFA,,Extending,Hispano - Perovian Cooperation Fund,,Implementing,,OECD,1/1/2009,,,,CRS_ONLINE_MAY2011,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41040,Site preservation,,,PROJECT OF YUCAY'S INTEGRAL DEVELOPMENT,"CONSERVACIÓN Y PUESTA EN VALOR, GESTIÓN Y USO PRODUCTIVO DE LOS ANDENES INCAS EN APOYO A LAS COMUNIDADES RURALES DEL VALLE DEL URUBAMBA, CUSCO, PERÚ.",1730,2009001730,,140936,140936,0,0.139256370979,0.0,0.0,0,10000,1,0,2,1,0,0,0,South America,410,IV.1. General Environment Protection,41040,Site preservation,ODA Grants,110,,0,0,0,0.0,,0,0,"PUBLIC SECTOR (donor, recipient, other)",,0,,1,1,0,0,,0
